name,idf,imdb_score,genres,release,countries,directors,actors,summary
My Spy 2020,https://www.imdb.com/title/tt8242084,,"['اکشن', 'خانوادگی', 'کمدی', 'خانوادگی', 'اکشن', 'کمدی']",2020,"['آمریکا', 'کانادا']",['peter segal'],"['dave bautista', 'Chloe Coleman', 'parisa fitz-henley']",یک مامور سرسخت سی آی ای خود را تحت سلطه دختری ۹ ساله می بیند که به تازگی و به صورت مخفی برای کشف رازهای خانوادگی آن ها آمده است
My Way 2011,https://www.imdb.com/title/tt1606384,7.6,"['اکشن', 'جنگی', 'درام', 'اکشن', 'درام', 'جنگی']",2011,['کره جنوبی'],['Je-kyu Kang'],"['Jang Dong-Gun', 'Joe Odagiri', 'Bingbing Fan']",داستان واقعی این فیلم، در مورد «جون شیک» جوان کره ای است که در مزرعه پدربزرگ دوستش «تاتسو» کار می کند. او رویای شرکت در المپیک توکیو، بعنوان یک دونده ماراتون را دارد، اما با آغاز جنگ، او و دوستش هر دو مجبور می شوند در ارتش نام نویسی کنند...
My Week with Marilyn 2011,https://www.imdb.com/title/tt1655420,,"['بیوگرافی', 'درام']",2011,"['آمریکا', 'انگلستان']",['Simon Curtis'],"['michelle williams', 'eddie redmayne', 'kenneth branagh']",این فیلم یک هفته از زندگی «مرلین مونرو»، بازیگر افسانه ایی هالیوود را در سال ۱۹۵۷ میلادی به تصویر می کشد. مرلین در دوره نامزدی با همسر نویسنده مشهور خود «آرتور میلر» از زندگی هالیوودی خود گریخته و به لندن می رود تا زندگی آرامی داشته باشد. وی در لندن با شاهزاده و خواننده مشهور «لارنس الیویر» در نمایشی همبازی می شود و ...
Mystic River 2003,https://www.imdb.com/title/tt0327056,7.9,"['جنایی', 'درام', 'رازآلود', 'هیجان انگیز', 'جنایی', 'درام', 'رازآلود', 'هیجان انگیز']",2003,"['آمریکا', 'استرالیا']",['clint eastwood'],"['sean penn', 'tim robbins', 'kevin bacon']",سه مرد به اسمهای «جیمی»، «شان» و «دیو» از زمان کودکی در یک محله آرام در شهر بوستون بزرگ شده و با هم دوست بوده اند. اکنون بعد از مدت ها، با به قتل رسیدن دختر جیمی، سرنوشت دوباره آن ها را گرد هم میاورد. شان که یک کارآگاه پلیس است، مسئولیت تحقیق روی این قتل را بر عهده دارد. او شواهد و مدارک وحشتناکی در این باره پیدا می‌کند و...
NAGA 2023,https://www.imdb.com/title/tt28554013,,"['درام', 'هیجان انگیز']",2023,['عربستان سعودی'],['Meshal Al Jaser'],"['Adwa Bader', 'Yazeed Almajyul', 'Khalid Bin Shaddad']",داستان یک دختر سعودی به‌نام سارا که با دوست خود به بیابان‌های ریاض می‌روند و در آنجا تصادف با یک شتر باعث می‌شود که...
Nails 2017,https://www.imdb.com/title/tt4695098,,"['ترسناک', 'رازآلود']",2017,['ایرلند'],['Dennis Bartok'],"['shauna macdonald', 'steve wall', 'Leah McNamara']",دانا میلگروم بعد از جان سالم به در بردن از یک حادثه‌ی وحشتناک ، زمانی که در بیمارستان بستری است ، با یک روح خشن روبرو می‌شود و باید تلاش کند تا از دست اون جان سالم به در ببرد. اما…
naked Gun 33 1/3: The Final Insult 1994,https://www.imdb.com/title/tt0110622,,"['جنایی', 'کمدی']",1994,['آمریکا'],['peter segal'],"['Leslie Nielsen', 'Priscilla Presley', 'George Kennedy']",«ستوان فرانک دربین» (نیلسن) زودتر از موعد خود را بازنشسته کرده و حالا شوهری خانه دار به شمار می آید. اما «سروان اد هاکن» (کندی)، «دربین» را مجاب می کند تا برای دستگیری «روکو» (وارد)، رهبر کشوری کوچک و بدنام، بار دیگر وارد عمل شود...
Nameless Gangster: Rules of the Time 2012,https://www.imdb.com/title/tt2082221,,"['جنایی', 'درام']",2012,['کره جنوبی'],['jong-bin yoon'],"['Choi Min-sik', 'Ha Jung-woo', 'Cho Jin-woong']",در سال ۱۹۹۰ بنابر دستور رئیس جمهور کره جنوبی همه گروه‌های تبهکاری تحت تعقیب قرار گرفته و دستگیر می‌شوند. در این بین فردی به نام چو ایک هیون نیز دستگیر می‌شود که متهم به رشوه دادن برای ساخت هتل‎ها و مراکز تفریحی است و…
Namma Veettu Pillai 2019,https://www.imdb.com/title/tt10709404,,"['اکشن', 'درام', 'کمدی', 'کمدی', 'اکشن']",2019,"['هندوستان', 'هندوستان']",['Pandiraj'],"['Sivakarthikeyan', 'Bharathiraja', 'Soori']",این فیلم احساسی و درام درباره‌ی رابطه‌ی عمیق بین خواهر و برادری ناتنی به نام های تولاسی و آرومپون است. در طی فیلم ما شاهد ازخودگذشتگی های این خواهر و برادر ناتنی برای همدیگر و همچنین مشکلاتی که از سوی اقوامشان برایشان درست میشود هستیم؛ مشکلاتی که به خاطر گذشته و کودکی تولاسی برای او درست میکنند. آرومپون که خواهر ناتنی‌اش بسیار برایش عزیز است مجبور میشود او را وادار به ازدواج با مردی خلافکار به نام آیانار بکند و ...
Nana 2022,https://www.imdb.com/title/tt15215918,,"['تاریخی', 'درام']",2022,['اندونزی'],['Kamila Andini'],"['Happy Salma', 'Laura Basuki', 'Arswendy Bening Swara']",یک زن جوان مهربان و زیبا که از یک پاکسازی خشونت آمیز ضد کمونیستی می گریزد. او اکنون به عنوان همسر دوم یک مرد ثروتمند ساندانی به راحتی زندگی می کند، اما گذشته او دوباره در رویاهای او ظاهر می شود و ...
Nancy 2018,https://www.imdb.com/title/tt6509058,,"['درام', 'رازآلود', 'هیجان انگیز']",2018,['آمریکا'],['christina choe'],"['andrea riseborough', 'steve buscemi', 'ann dowd']",نانسی فریمن بر این باور هست که در دوران کودکی ربوده شده است. او که در حال تحقیق بر روی این موضوع می‌باشد، به طور اتفاقی زوجی را ملاقات می‌کند که حدود سی سال هست فرزندشان ناپدید شده است و…
Nancy Drew and the Hidden Staircase 2019,https://www.imdb.com/title/tt8323104,,"['جنایی', 'خانوادگی', 'درام', 'رازآلود', 'کمدی']",2019,['آمریکا'],['katt shea'],"['sophia lillis', 'zoe renee', 'mackenzie graham']",این فیلم درباره نانسی درو، دختر دبیرستانی باهوشی با اشتیاق زیاد برای مشاهده و نتیجه‌گیری است که بطور اتفاقی با خانه محلی تسخیر شده‌ای برخورد می‌کند. نانسی و دوستانش سعی بر حل این راز دارند و دوستان جدیدی پیدا کرده و جایگاهی در جامعه برای خود بدست می‌آورند...
Nandor Fodor and the Talking Mongoose 2023,https://www.imdb.com/title/tt19838620,,"['رازآلود', 'کمدی']",2023,['انگلستان'],['Adam Sigal'],"['Christopher Lloyd', 'minnie driver', 'simon pegg']",داستان یک متخصص مشهور پدیده‌های نادر به‌نام دکتر ناندور فودور که ادعای یک خانواده بر وجود یک حیوان سخنگو را پیگیری می‌کند و خیلی زود در تحقیقاتش برای یافتن حقیقت، همه به مظنون تبدیل می‌شوند.
Nanny 2022,https://www.imdb.com/title/tt10931784,,"['ترسناک', 'درام', 'هیجان انگیز']",2022,['آمریکا'],['Nikyatu Jusu'],"['Anna Diop', 'michelle monaghan', 'Sinqua Walls']",یک پرستار بچه مهاجر به اسم عایشه که در نیویورک در حال ساختن یک زندگی جدید است و از بچه‌ی یک خانواده نگه‌داری می‌کند، به اجبار با حقیقتی روبه‌رو می‌شود که زندگی رویایی آمریکایی تازه ساخته‌شده‌اش را تهدید می‌کند.
Nanny McPhee 2005,https://www.imdb.com/title/tt0396752,,"['خانوادگی', 'فانتزی', 'کمدی']",2005,"['آمریکا', 'انگلستان', 'فرانسه']",['Kirk Jones'],"['emma thompson', 'colin firth', 'Angela Lansbury']",آقای “سدریک براون” که همسرش را از دست داده مجبور است تا از هفت کودک نا آرام و بسیار شلوغش به تنهایی مراقبت کند. او تصمیم می گیرد تا پرستاری برای نگهداری از بچه ها استخدام کند اما این کار آن طور که به نظر می رسد چندان ساده نیست. سرانجام شانس با ظاهر شدن پرستاری به نام نانی مک فی به سراغش می آید. زنی اسرار آمیز با قدرتی جادویی و تنها کسی که از پس هفت کودک شلوغ بر می آید…
Nanu Ki Jaanu 2018,https://www.imdb.com/title/tt7412738,,"['ترسناک', 'درام', 'کمدی']",2018,['هندوستان'],['faraz haider'],"['abhay deol', 'Patralekhaa Paul', 'rajesh sharma']",جوانی که سعی دارد با خلافکاری های کوچک تبدیل به مافیا شود، حالا درگیر مسئله‌ی پیچیده‌ای می‌شود که باید با اعمالش رو به رو شود..
Napoleon 2023,https://www.imdb.com/title/tt13287846,,"['اکشن', 'بیوگرافی', 'تاریخی', 'جنگی', 'درام', 'ماجراجویی']",2023,"['آمریکا', 'انگلستان']",['ridley scott'],"['joaquin phoenix', 'vanessa kirby', 'tahar rahim']",داستان ظهور و سقوط امپراتور بزرگ فرانسوی، ناپلئون بناپارت و رابطه پر فراز و نشیب‌اش با همسرش یعنی جوزفین بناپارت.
Narcosis 2022,https://www.imdb.com/title/tt19837660,,"['درام', 'رازآلود', 'عاشقانه']",2022,['هلند'],['Martijn de Jong'],"['Thekla Reuten', 'Fedja van Huêt', 'Sepp Ritsema']",داستان یک خانواده که اتفاقی غم‌انگیز برایشان پیش می‌آید و حالا باید با روش خاص خودشان با آن دست و پنجه نرم کنند.
Narvik: Hitler's First Defeat 2022,https://www.imdb.com/title/tt9737876,,"['تاریخی', 'جنگی', 'درام']",2022,['نروژ'],['Erik Skjoldbjærg'],"['Billy Campbell', 'Kristine Hartgen', 'Stig Henrik Hoff']",آپریل سال 1940، چشم تمام دنیا به شهر کوچکی در شمال نروژ به‌نام نارویک است. شهری که معدن سنگ آهن مورد نیاز جنگ‌افزارهای هیتلر است. شهری که در سرمای زمستان دو ماه در جنگ با ارتش هیتلر بود.
National Security 2003,https://www.imdb.com/title/tt0271668,,"['اکشن', 'جنایی', 'کمدی']",2003,['آمریکا'],['Dennis Dugan'],"['Martin Lawrence', 'steve zahn', 'colm feore']",ارل و هنک در یک چیز با هم تشابه دارند ، هر دو طرد شده‎ی اداره‎ی پلیس لس آنجلس هستند. اخراج این دو همکار در یک اتفاق باورنکردنی ، ناگهان منجر به کشف بزرگترین کارتل کشورشان می‌شود و حال این دو مامور بدشانس ناخواسته درگیر این ماجرا می‌شوند و…
